저자명,UID,address,nickname,info1,range1,intro,info2,range2,record,range3
국어를 찾는 사람들,182299,gukchatsa,국어를 찾는 사람들｜쏠북｜출제위원 출신 선생님의 차별화된 문제,출제 및 학습 지도 경험을 바탕으로 교육과정 핵심을 정확히 반영한 문항을 제공합니다.,국어 (고등),출제위원 출신 선생님의 차별화된 문제,"출제 경험과 학습 지도 경험을 바탕으로 단원 및 내용의 핵심 내용을 정확히 파악하고 이를 교육 과정에 맞춰 출제할 수 있는 경험적 능력이 탁월합니다.
단순한 개념의 문제가 아닌 통합 교과형 문제 해결 능력을 향상할 수 있는 문제 제작을 통해 학생들이 실질적 성장을 이룰 수 있는 결과를 만들고 있고, 본 학습을 통해 성적 향상의 결과를 얻을 수 있습니다.","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","현 - 국어를 찾는 사람들 책임 연구원
한국교원대학교국어교육과 졸업
임용고사 수석합격
외고, 인문계고에서 고3 17년 교사 역임
모의고사 출제위원
국어경시대회 심사위원
교원연수원 1급 정교사 연수 강사활동
대학교육협의회 입시 상담 교사 활동
현대시300선 등 6권 집필 
사이버독서방 최초 창안(전국 네트워크 독서 교육 활성화)
입시 컨설팅 경력 20년
교육부 장관상 수상
국어 비밀노트 책임 제작자",EBS
도치쌤,42836,dochisaem,도치쌤｜쏠북｜도치쌤의 영어창고,"학생과 선생님 모두에게 도움이 되는, 빠르고 정확한 학습 자료를 제공합니다.",영어 (고등),도치쌤의 영어창고,도치쌤의 20년간 가르쳐온 노하우를 학생및 선생님들께 모두 전달하고 싶습니다.,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)",학원 강사 및 원장 경력 20년,"쎄듀, 수능/모의고사, EBS, NE능률"
수능영어크루,1196,englishcrew,수능영어크루｜쏠북｜One-size-fits-all 분석부터 변형까지 한번에,"풍부한 강의 현장과 제작 경험을 녹여낸, 분석부터 변형까지 완벽한 실전 맞춤형 자료",영어 (고등),ze-fits-all 분석부터 변형까지 한번에,"시험대비에 핵심을 짚어드립니다. 
선생님은 수업을, 학생은 자기주도적 학습에 날개를 달아드리고 싶습니다. 

지금까지의 강의경험과 저자 변형문제 제작의 경험을 살려, 좀더 실질적이고 현장에 가까운 문제들로 분석에서 변형에 이르기까지 꼼꼼하게 다가가겠습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","현: 이헌욱 영어학원 원장
ANU 호주 국립대학교 응용언어학 석사과정
올바른선생님연합 대표저자[수능특강 변형문제 등 다수 출판]","수능/모의고사, YBM"
나우입시,991,nowipsi,나우입시｜쏠북｜나우입시만의 멀티라운드 변형 학습,반복과 변형을 통해 글의 핵심과 문장 구조를 정확히 익히는 학습 시스템,영어 (고등),나우입시만의 멀티라운드 변형 학습,"나우입시는 10년이 넘게 모의고사 서술형워크북세트를 제작하고 많은 독자를 확보했습니다.
더욱 더 빠른 자료의 공개와 폭넓은 자료 이용을 위해 쏠북콘텐츠로 전환합니다.
제작에 필요한 시간을 더욱 확보하여 정확하고 필요할 때 준비된 자료 제공자로 오래 남겠습니다. ","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","고려대학교 정치외교학과 졸업, 동작 목동 미래탐구, 목동강의 10년",EBS
에스엘 에듀랩,14686,sledulab,에스엘 에듀랩｜쏠북｜목표를 낮추지 말고 노력을 올리자,"막히는 지점은 뚫고, 빈출 오답은 피하는 가장 친절한 영어",영어 (고등),목표를 낮추지 말고 노력을 올리자,"저희 교재는 강의 현장에서 직접 검증된 내용으로 만들어졌습니다. 학생들이 가장 많이 막히는 지점, 가장 자주 틀리는 유형을 오랜 수업 경험을 통해 파악하고, 그것을 효과적으로 짚어줄 수 있도록 구성했습니다.
학생에게는 혼자 공부할 때도 옆에서 설명을 듣는 것처럼 따라올 수 있는 친절한 교재가, 강사에게는 수업 흐름을 그대로 살릴 수 있는 신뢰할 만한 교재가 되도록 설계했습니다. 개념 설명부터 유형별 문제, 단계별 난이도 구성까지, 가르치는 사람과 배우는 사람 모두를 고려했습니다.
영어 실력의 차이는 결국 '제대로 된 교재'에서 시작됩니다. 에스엘에듀랩이 그 출발점이 되겠습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","현) 원당에스엘프라임(700과목 규모) 원장
전) 유튜브 유니브클래스&연고티비 영어 고문
전) 포텐클래스(인터넷 강의) 영어 대표 강사 (메가스터디 자회사)",EBS
라이언북스,18858,lionbooks,"라이언북스｜쏠북｜고1부터 고3까지, 기초부터 심화까지 아우르는 브랜드",한 지문 10유형을 완성형으로 구성한 객관식·서술형 통합 고밀도 변형문제,영어 (고등),"고1부터 고3까지, 기초부터 심화까지 아우르는 브랜드","한양대학교 출신 강사들이 직접 만드는 영어 학습자료.
변형문제 · 워크북 · 본문분석 ? 한 지문을 끝까지 파고듭니다.
풀고, 이해하고, 손으로 써내는 완결형 구성으로.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","한양대학교 경제금융학과 졸업
전) 중랑구 영어 강사","수능/모의고사, EBS, NE능률"
공부천재 김선생,28086,ika0707,"공부천재 김선생｜쏠북｜푸는 학생에서, 읽어내는 학생으로.",출제자의 시선으로 문제를 다시 읽는 공부천재 김선생의 노하우!,"국어, 수학 (고등)","푸는 학생에서, 읽어내는 학생으로.","푸는 학생에서, 읽어내는 학생으로.
출제자의 시선으로 문제를 다시 읽는 국어.

왜 우리는 국어를 이렇게 가르치는가
국어 점수는 정말 ""감""으로 오르는 것일까요.
같은 문제집을 풀어도, 어떤 학생은 1등급에 도달하고, 어떤 학생은 같은 자리에 머뭅니다. 차이는 공부한 시간이 아니라, 문제를 어떤 시선으로 보는가에 있습니다.
저희는 학생이 시험 앞에서 흔들리지 않으려면, ""답을 맞히는 능력""이 아니라 ""이 문제가 왜 만들어졌는지 읽어내는 능력""이 필요하다고 믿습니다.
답을 외우지 않습니다.
사고를 설계합니다.

학생은 한 문제를 만날 때 다음 네 가지 질문을 동시에 던지도록 훈련받습니다.

문항화 지점 ? 이 지문의 어느 부분에서 문제가 만들어졌는가
문항화 이유 ? 왜 출제자는 그 자리를 골랐는가
오답 설계 의도 ? 네 개의 오답은 학생의 어떤 착각을 노렸는가
사고력 측정 포인트 ? 결국 이 문제는 무엇을 평가하는가

이 네 층위를 반복적으로 거치면, 학생은 풀이자의 자리에서 출제자의 자리로 옮겨갑니다. 다음 문제를 풀기 전에, 출제자가 어떤 함정을 놓았을지 먼저 예측할 수 있게 됩니다.

오답을 다섯 가지 유형으로 분류합니다
학생이 같은 자리에서 반복해서 틀린다면, 그것은 실력이 부족한 게 아니라 사고 구조가 정리되지 않은 것입니다.
저희는 학생의 모든 오답을 다음 다섯 가지 유형으로 분류해 돌려드립니다.

근거 처리 오류 ? 본문의 근거를 놓치거나 잘못 적용한 경우
개념·관계 오판 ? 핵심 개념과 그 관계를 잘못 연결한 경우
층위 혼동 ? 서로 다른 층위의 정보를 같은 차원으로 다룬 경우
범위·정도 조작 ? 범위를 넓히거나 좁히는 함정에 걸린 경우
시간·순서 교란 ? 사건이나 진술의 순서를 잘못 배치한 경우

학생은 자신의 오답이 어느 유형에 속하는지 알게 되고, 같은 유형의 함정에 다시 걸리지 않도록 단계적으로 훈련됩니다.

우리 자료가 다른 이유
저희의 모든 자료는 세 가지 원칙 위에 만들어집니다.
1. 평가원이 기준입니다.
사설 문제를 풀이하는 데 시간을 쓰지 않습니다. 평가원이 묻는 방식, 평가원의 사고 구조를 학생이 스스로 재현할 수 있을 때까지 훈련합니다. 사설 자료는 평가원 풀이를 보완하는 보조 자료로만 사용합니다.
2. 본문의 근거로 설명합니다.
문학은 작품의 실제 시구와 문장으로, 비문학은 지문의 직접 근거로 해설합니다. ""이 표현이 비유적이라서 그렇다"" 처럼 형식만으로 정당화하지 않습니다. 학생이 본문 위에 손가락을 짚을 수 있어야 진짜 이해라고 생각합니다.
3. 선지 하나까지 설계 의도를 분해합니다.
정답 하나만 설명하지 않습니다. 한 문항의 다섯 선지를 모두 풀어, 각 선지가 어떤 사고를 측정하고 어떤 학생을 걸러내려는지 분해해 보여드립니다.","고등 1학년, 2학년 (내신 국어, 수학)
고등 3학년, N수 (수능 국어, 수학)","현) 국어전문학원 원장
현) 종로학원 송파 국어 강사
전) 메가스터디 재종반 국어 강사
전) 대치 두각학원 국어 강사
전) 대치 미래탐구 국어 강사
1:1 클리닉 수업 및 대단위 강의 경력 다수",EBS
도하은,46332,dhe,도하은｜쏠북｜모의고사 변형문제의 기준,바로 활용 가능한 선생님용 편집본과 상세 해설을 함께 제공합니다.,영어 (고등),모의고사 변형문제의 기준,도하은은 오랜 교수 경험을 바탕으로 고등학생을 위한 정교하고 깊이있는 독해·어휘 콘텐츠를 연구하고 개발합니다.,"고등 1학년, 2학년 (내신 영어)","연세대학교 영문학 전공, 해커스 어학원에서 10년이상 강의 (토플, 토익, 아이엘츠 리딩)","수능/모의고사, EBS, NE능률"
J.JUNG,2343,nbjune11,J.JUNG｜쏠북｜모든 시험을 실전으로,"실전 영어, 여기서 끝낸다",영어 (중고등),모든 시험을 실전으로,"저의 자료는 '변형문제'라는 이름 아래 흔히 볼 수 있는 자료들과 분명히 다릅니다. 
문제를 많이 담는 데 집중하지 않고, 학생이 정말로 실력이 오르는 방식으로 문제를 설계하는 데 집중합니다.

가장 큰 차별점은 문법 부분별로 문장이 '어떻게 변하는가'에 주목한다는 점입니다. 
단순히 문법 규칙을 나열하는 것이 아니라, 하나의 문장이 시제·태·관계사·분사 등으로 형태를 바꿀 때 의미와 구조가 어떻게 달라지는지를 학생이 눈으로 직접 확인하게 합니다.

문법을 설명하고 접근하는 이 방식이야말로 다른 자료에서는 찾기 어려운 저만의 강점입니다.

또한 문제를 풀기 위한 요령이 아니라 지문의 정확한 이해를 유도합니다. 지문을 제대로 읽어야만 답에 이르도록 설계했기에, 학생들은 자연스럽게 내용 추론에 강해지고 낯선 지문 앞에서도 흔들리지 않는 힘을 기릅니다.
여기에 주관식 서술형이 강화되는 최신 출제 흐름을 정면으로 반영했습니다. 다양한 유형의 서술형 문제를 충분히 경험하게 하여, 학생들이 실제 시험에서 서술형에 당황하지 않고 자신 있게 써 내려갈 수 있도록 준비시킵니다.
그리고 무엇보다, 학교 현장의 내신 문제 형태를 그대로 반영한 내신 최적화 변형문제입니다. 실제 시험에 나오는 문항 형태를 구현했기에, 공부한 만큼이 그대로 점수와 등급으로 이어지는 '실전형 교재'입니다.
이 강점들이 맞물리며 학생들은 문장의 변화를 읽고, 지문을 꿰뚫어 이해하고, 스스로 서술해 내는 훈련을 반복하게 됩니다. 저는 대한민국 학생들이 입시 영어에서 무엇을 어려워하고 무엇을 배우고 싶어 하는지 정확히 파악하고 있으며, 학생 한 명 한 명이 원하는 결과를 만들어 낼 수 있도록 끊임없는 연구와 노력을 멈추지 않겠습니다","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","대치동 영어강사 15년 이상, 경희대학교 일반대학원 문학석사/문학박사과정 중, 영어 교양 서적 작가","기타, NE능률, YBM"
큰길국어,125333,mainroad,"큰길국어｜쏠북｜30년 강의, 130권 집필. 검증된 국어 전문가","좋은 문제는 경험에서 탄생합니다. 강의 경력 30년, 출간 교재 130권의 노하우.",국어 (중고등),"30년 강의, 130권 집필. 검증된 국어 전문가","좋은 문제는 경험에서 탄생합니다. 강의 경력 30년, 출간 교재 130권의 노하우.","중등 국어
고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","국어 강의 경력 30년. 전, 비상 한권으로 끝내기 저자, 꿈틀 고등문학 시리즈 저자,  현, 버블티 문학, 내신 100 국어 시리즈 총괄 기획 및 대표 저자",EBS
한티영어연구소,914,HANTIENGLISH,한티영어연구소｜쏠북｜고등 내신 필수: 한티 워크북으로 끝낸다!,"20가지 유형으로 한 지문을 반복 학습하며, 완벽한 암기를 돕는 워크북입니다.",영어 (고등),고등 내신 필수: 한티 워크북으로 끝낸다!,"한티영어연구소 새로운 지문 암기 20단계 워크북입니다. 
1. 단어 암기 파트 (8단계) 
1-1: 지문별 단어 리스트 제공 
1-2: 단어 TEST (한-영)
1-3: 단어 TEST (영-한)
1-4: 객관식 단어 유형 워크북
1-5: 선택 단어 유형 워크북 
1-6: 밑줄 단어 유형 워크북
1-7: 단어 빈칸 유형 워크북 
1-8: 동의어, 유의어, 다의어 단어 워크북

2. 내용 암기 파트 (4단계)
2-1: 한줄해석(정답)
2-2: 한줄해석
2-3: 문장 삽입 워크북
2-4: 문장 순서 워크북

3. 문법 암기 파트 (3단계)
3-1: 객관식 문법 유형 워크북
3-2: 선택 문법 유형 워크북
3-3: 선택 문법 유형 워크북

4. 서술형(영작) 암기 파트 (5단계) 
4-1: 한줄 빈칸 영작 유형A 워크북 
4-2: 한줄 빈칸 영작 유형B 워크북
4-3: 문장 배열 유형 워크북
4-4: 주요문장 서술형 영작 워크북
4-5: 통영작 유형 워크북 

한티영어연구소의 20단계 워크북은 
1. 내신 대비 암기를 위한 과제용으로 사용하기 좋아요 
2. 내신 대비 암기를 위한 중간점검용으로 사용하기 좋아요
3. 내신 대비 암기를 마지막 확인용으로 사용하기 좋아요. ","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)",1. 고려대학교 영문과 석사 졸업  2. 시사영어학원 토플강사  3. 브라운 편입학원 독해 교수 4. 대치동 고3 전임 10년  현) 김동준영어학원 원장   ,YBM
매그너스,9099,magnus,매그너스｜쏠북｜자료의 깊이가 등급을 좌우합니다.,13년 현장 강의와 15권 이상의 교재출판 경험이 만든 최상의 자료,영어 (고등),자료의 깊이가 등급을 좌우합니다.,13년 현장 강의와 15권 이상의 교재출판 경험을 바탕으로 최상의 자료를 제공합니다.,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","해커스 강사, 리딩 이노베이터 및 다수 교재 출판",EBS
이현우 대치메타,4578,daechimeta,이현우 대치메타｜쏠북｜좋은 문제는 시험장에서 다시 만난다.,대치동 1타 강사의 노하우가 담긴 양질의 자료,영어 (중고등),좋은 문제는 시험장에서 다시 만난다.,"고려대학교 영어영문학과를 졸업하고, 현재 대치 시대인재에서 내신 영어 최다 수강생을 지도하고 있는 이현우 강사가 직접 제작한 내신 영어 콘텐츠를 제공합니다. 

대치동 현장에서 축적한 학교별 시험 분석과 내신 지도 경험을 바탕으로, 실제 시험에 필요한 학습 포인트를 선별하여 콘텐츠에 담았습니다.

교과서·부교재 학습 워크북부터 내신 변형문제까지, 실제 대치동 내신 수업의 기준과 노하우를 담은 실전형 콘텐츠를 제공합니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","고려대학교 영어영문학과 졸업
현) 대치 시대인재 전속강사
현) 대치 새움학원 전속강사
현) VERTEX 모의고사 집필
전) 이민규T The 모의고사 집필","쎄듀, 수능/모의고사, 다락원, EBS, NE능률, YBM"
모던영어,969,mordern-englishkr,모던영어｜쏠북｜검증된 완주 메이트 모던영어, '완주시켜서 결국엔 성공시킨다'를 목표로 자료를 제작합니다.,영어 (중고등),검증된 완주 메이트 모던영어,"완주시켜서 결국엔 성공시킨다'를 목표로 자료를 만드는 모던영어 입니다. 

수업을 하다 보면 아이들이 걸리는 지점이 매번 같습니다. ""이건 설명해도 다음 시간에 또 틀린다"" 싶은 곳이 보일 때마다 자료를 만들어 다음 수업에 들고 들어갔습니다. 지금 제가 내놓는 자료는 그렇게 쌓인 것들입니다.

만든 자료가 전부 통한 것은 아닙니다. 좋아 보였지만 아이들이 끝내지 못한 코너, 풀긴 푸는데 실력으로 이어지지 않던 문항은 버렸습니다. 지금 남아 있는 구성은 교실에서 효과가 확인된 것만 추린 결과입니다. 그래서 제 자료에는 ""있으면 좋을 것 같은"" 코너가 없습니다.


결국 목표는 학생을 자립시키는 것입니다
한 지문을 잘 풀게 하는 자료는 많습니다. 저는 이 훈련이 쌓인 학생이 제 자료가 없는 지문 앞에서도 같은 방식으로 접근하게 되기를 바라며 만듭니다.

외운 지문이 나와서 맞히는 것이 아니라, 문제가 어떻게 만들어졌는지 읽어내는 힘. 처음 보는 지문 앞에서 어디부터 봐야 할지 아는 눈. 그것이 시험이 끝난 뒤에도 남는 것입니다.

끝까지 갈 수 있게 만들고, 끝낸 아이에게 자신감이 남도록 하겠습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","2년간 대전 학군지 강사, 8년간 계룡시에서 운영","지학사, YBM"
한양클래스,115119,hanyangclass,한양클래스｜쏠북｜한양클래스와 함께하는 내신 정복,"완벽한 변형, 든든한 워크북 : 한양클래스와 함께하는 내신 정복",영어 (고등),한양클래스와 함께하는 내신 정복,"교과서와 EBS, 최신 모의고사까지 꿰뚫는 꼼꼼한 본문 분석과 실전 적중 변형문제로 내신의 기준을 바꿉니다.
한양클래스만의 체계적인 라인업으로 흔들리지 않는 실력을 완성하고 가장 확실한 성적 상승을 경험해 보세요.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","■ 강사 A

한양대학교 서울캠퍼스 도시공학과 졸업
전) 전남 소재 삼성잉글리쉬 영어 강사 (2년)
전) 서울 강남구 소재 입시종합학원 영어 강사 (1년)
현) 서울 중랑구 소재 입시영어학원 영어 강사 (3년)
누적 강의 경력 6년 / 중·고등 내신 및 수능 영어 전문

■ 강사 B

한양대학교 서울캠퍼스 경제금융학과 졸업
현) 서울 중랑구 소재 입시영어학원 영어 강사 (3년)
영어 개인 과외 4년차
누적 지도 경력 4년 / 1:1 맞춤 지도 및 내신 변형문제 제작

한양대학교 출신 두 강사가 현장에서 직접 학생을 지도하며 축적한 내신 출제 경향 분석을 바탕으로, 학교별 시험에 그대로 적용 가능한 실전형 자료를 제작하고 있습니다.",수능/모의고사
하쌤의 영어내신(도라에몽),1202,,,,영어,,,,,"NE능률, YBM"
일등급샘,353,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
행복한 영어 나눔터,927,,,,영어,,,,,"지학사, NE능률, YBM"
썬킴쌤 [최강 직독직해],954,,,,영어,,,,,"수능/모의고사, EBS, NE능률"
이클라우드,955,,,,영어,,,,,"쎄듀, 수능/모의고사, 다락원, EBS, NE능률, YBM"
부교재나라,987,,,,영어,,,,,"쎄듀, 수능/모의고사, 마더텅, 수경출판사, EBS, NE능률, YBM"
손필기영어자료,1010,,,,영어,,,,,"수능/모의고사, 지학사, NE능률, YBM"
담박영어,3827,,,,영어,,,,,"EBS, NE능률, YBM"
조이너스,2248,,,,영어,,,,,"수능/모의고사, EBS, NE능률, YBM"
전인미답,2227,,,,영어,,,,,"지학사, NE능률, YBM"
투하트 영어카페,1143,,,,영어,,,,,"지학사, EBS, NE능률, YBM"
압도적 EML워크북,2653,,,,영어,,,,,"NE능률, YBM"
부변문,3918,,,,영어,,,,,EBS
J 영어랩,3889,,,,영어,,,,,"기타, NE능률, YBM"
에이블 영어,2411,,,,영어,,,,,"수능/모의고사, EBS, NE능률"
서정명,10517,,,,영어,,,,,"지학사, NE능률, YBM"
단지,210,,,,영어,,,,,"수능/모의고사, EBS, NE능률, YBM"
Alone-English,5631,,,,영어,,,,,NE능률
빌드업 1등급 변형문제연구소,12475,,,,영어,,,,,NE능률
김영진_걍공,12647,,,,영어,,,,,"수능/모의고사, EBS"
매그너스,9099,,,,영어,,,,,EBS
우주거미,975,,,,영어,,,,,"NE능률, YBM"
오름영어,14313,,,,영어,,,,,EBS
지티북스,14063,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
몬스터어학연구소,18252,,,,영어,,,,,기타
더에스에이티영어,19589,,,,영어,,,,,"수능/모의고사, EBS"
영어중심,21086,,,,영어,,,,,"수능/모의고사, 다락원, EBS"
KJ 영어연구소,21904,,,,영어,,,,,"수능/모의고사, EBS"
몽실영어,13511,,,,영어,,,,,YBM
빠꼼국어,26864,,,,국어,,,,,NE능률
이대희[메이딘],4889,,,,영어,,,,,수능/모의고사
시나브로2951,25613,,,,국어,,,,,"수능/모의고사, EBS"
영어잘하는집,6763,,,,영어,,,,,NE능률
국어교육개발원,26865,,,,국어,,,,,EBS
JS 부교재,6477,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
아스트룸,26393,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
우작서점 고담샘,960,,,,영어,,,,,EBS
피근수1등급영어,6940,,,,영어,,,,,수능/모의고사
청어람,26796,,,,국어,,,,,EBS
단어공작소,11776,,,,영어,,,,,"수능/모의고사, 마더텅, NE능률"
올제에듀,27455,,,,국어,,,,,"수능/모의고사, 지학사, EBS, NE능률, YBM"
냥냥국어,31087,,,,국어,,,,,수능/모의고사
국어방정식,27074,,,,국어,,,,,EBS
국어의 품격,27026,,,,국어,,,,,EBS
씨에스엠17,29389,,,,수학,,,,,"쎄듀, 수능/모의고사, 다락원, 미래엔, 지학사, 비상교육, 천재교육, 금성출판사, 동아출판사, EBS, NE능률, YBM"
하와이매쓰,46123,,,,수학,,,,,"NE능률, YBM"
자료학개론,24650,,,,영어,,,,,"수능/모의고사, EBS"
서다른,24023,,,,영어,,,,,"수능/모의고사, EBS"
리더스북,1132,,,,영어,,,,,수능/모의고사
하이잭연구소,1147,,,,영어,,,,,수능/모의고사
영알줌,12675,,,,영어,,,,,EBS
이지이너프 영어,4269,,,,영어,,,,,"수능/모의고사, EBS, NE능률"
특단,30947,,,,영어,,,,,수능/모의고사
메가T 나연진,31996,,,,국어,,,,,"지학사, YBM"
메가T 이정민,32000,,,,영어,,,,,"금성출판사, YBM"
메가T 김엄지,31994,,,,영어,,,,,"지학사, YBM"
메가T 민우,32008,,,,영어,,,,,YBM
메가T 라라,32271,,,,영어,,,,,"금성출판사, NE능률, YBM"
에이펙스,32219,,,,영어,,,,,"수능/모의고사, EBS"
개츠비영어,24191,,,,영어,,,,,"수능/모의고사, EBS"
에밋,26686,,,,영어,,,,,수능/모의고사
제이플러스,13660,,,,영어,,,,,"수능/모의고사, EBS"
김학용,115370,,,,영어,,,,,기타
그리핀도르연구소,1558,,,,영어,,,,,"쎄듀, 수능/모의고사, EBS"
지원영어,23289,,,,영어,,,,,"수능/모의고사, EBS"
노베탈출,30604,,,,영어,,,,,수능/모의고사
소담동 영어 홍쌤,41304,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
수학대왕,46099,,,,수학,,,,,"수능/모의고사, YBM"
코리안미란다,33937,,,,영어,,,,,EBS
샐룩스영어,45638,,,,영어,,,,,수능/모의고사
죽 같은 영어,41473,,,,영어,,,,,수능/모의고사
훤이아빠,10349,,,,영어,,,,,수능/모의고사
장박사 국어,47014,,,,국어,,,,,"수능/모의고사, EBS"
큐앤에이,48243,,,,수학,,,,,EBS
알파코드,17783,,,,영어,,,,,수능/모의고사
전문가집단영어,47467,,,,영어,,,,,"NE능률, YBM"
NE능률,46017,,,,영어,,,,,NE능률
스푼 잉글리쉬,9870,,,,영어,,,,,"수능/모의고사, EBS"
ARC 아크,8830,,,,영어,,,,,NE능률
너를위한영어자료,313,,,,영어,,,,,수능/모의고사
안선생,51398,,,,영어,,,,,EBS
천종현수학연구소,63506,,,,수학,,,,,EBS
이지희T,70913,,,,과학,,,,,"수능/모의고사, EBS, NE능률"
문제야,71208,,,,영어,,,,,YBM
마스터 송앤송,68884,,,,영어,,,,,수능/모의고사
지은주,71843,,,,과학,,,,,"수능/모의고사, EBS"
수학인재,79575,,,,수학,,,,,"수능/모의고사, YBM"
청문당 국어,27235,,,,국어,,,,,EBS
강태홍,74057,,,,사탐,,,,,EBS
올인올영어,7414,,,,영어,,,,,"수능/모의고사, 지학사, EBS, NE능률, YBM"
온챌매쓰랩,24979,,,,수학,,,,,YBM
정정,76571,,,,사탐,,,,,"EBS, NE능률"
박이티,10531,,,,영어,,,,,수능/모의고사
SCICO,87165,,,,과학,,,,,"수능/모의고사, EBS"
어휘는나다,76339,,,,국어,,,,,"NE능률, YBM"
에듀카이로스,6345,,,,영어,,,,,NE능률
내일도 수학,93902,,,,수학,,,,,수능/모의고사
crib-note,43483,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
엘리 쌤 (Ellie),15571,,,,영어,,,,,EBS
flydayz,9640,,,,영어,,,,,NE능률
도비국어,77437,,,,국어,,,,,EBS
넥서스에이치,32528,,,,영어,,,,,"NE능률, YBM"
메가T 박지빈,77626,,,,국어,,,,,YBM
하늘곰돌이,16200,,,,영어,,,,,YBM
설 국어,76405,,,,국어,,,,,NE능률
수벤져스,81948,,,,수학,,,,,"수능/모의고사, YBM"
WisDom,5032,,,,영어,,,,,EBS
매화이십수,84407,,,,수학,,,,,EBS
콜로키움통합사회,84636,,,,사탐,,,,,EBS
미네르바사회탐구,84903,,,,사탐,,,,,YBM
KSA,84556,,,,과학,,,,,"수능/모의고사, EBS"
알짜통합과학,84507,,,,과학,,,,,EBS
X-파일,46316,,,,수학,,,,,EBS
화학 공방,85525,,,,과학,,,,,수능/모의고사
그래머글로리북스,3950,,,,영어,,,,,NE능률
스카이샘,80930,,,,영어,,,,,수능/모의고사
조약돌,23283,,,,영어,,,,,EBS
하이영어,14940,,,,영어,,,,,EBS
유엔씨,1739,,,,영어,,,,,NE능률
한울교육,81971,,,,영어,,,,,EBS
에임영어연구소,10940,,,,영어,,,,,EBS
민쌤국어연구소,77478,,,,국어,,,,,YBM
클로이영어,89334,,,,영어,,,,,수능/모의고사
ez국어,88269,,,,국어,,,,,수능/모의고사
혜안의 창,87736,,,,국어,,,,,YBM
ASTE,27459,,,,영어,,,,,NE능률
영어명작,7363,,,,영어,,,,,NE능률
밀크티,96470,,,,영어,,,,,수능/모의고사
Dr.Suk,5232,,,,영어,,,,,수능/모의고사
세이지영어연구소,8675,,,,영어,,,,,쏠북 오리지널
정열시대,97430,,,,영어,,,,,"EBS, NE능률"
킹스영어,84173,,,,영어,,,,,"수능/모의고사, EBS, NE능률"
헤나영어,3574,,,,영어,,,,,YBM
정크스토리,4414,,,,영어,,,,,"수능/모의고사, NE능률, YBM"
국어승구,100010,,,,국어,,,,,EBS
진,16612,,,,영어,,,,,EBS
국어는 정교하게,100088,,,,국어,,,,,EBS
Tonerna,121201,,,,영어,,,,,수능/모의고사
Memento,90734,,,,영어,,,,,"수능/모의고사, EBS"
나우원 영어교실,19657,,,,영어,,,,,EBS
글결,76215,,,,국어,,,,,"쎄듀, 수능/모의고사, EBS"
EduEng,115425,,,,영어,,,,,수능/모의고사
수국화,115334,,,,국어,,,,,"수능/모의고사, EBS"
시험에나오는영어,3492,,,,영어,,,,,"수능/모의고사, EBS"
zeus,78241,,,,수학,,,,,EBS
Prep Up,78577,,,,영어,,,,,"수능/모의고사, EBS"
랑데뷰M황보백T,116492,,,,수학,,,,,EBS
웰던수학,115286,,,,수학,,,,,"NE능률, YBM"
노피곰 국어,132591,,,,국어,,,,,수능/모의고사
양선수학,34033,,,,수학,,,,,"NE능률, YBM"
장미국어,116609,,,,국어,,,,,"수능/모의고사, EBS"
도파민 국어,79488,,,,국어,,,,,"쎄듀, 수능/모의고사, EBS, NE능률"
의리의수학,80244,,,,수학,,,,,NE능률
지니 수학 연구소,77348,,,,수학,,,,,수능/모의고사
더솔루션,64075,,,,수학,,,,,NE능률
최강영어,867,,,,영어,,,,,YBM
ECG-eduhub,14890,,,,영어,,,,,"EBS, NE능률"
영영 영어,115570,,,,영어,,,,,"수능/모의고사, 다락원, EBS"
J STUDY,116989,,,,영어,,,,,수능/모의고사
제키 리,97314,,,,영어,,,,,YBM
PICLE(피클),97271,,,,영어,,,,,"수능/모의고사, EBS"
블루쌤영어,118373,,,,영어,,,,,"NE능률, YBM"
백백영어,120198,,,,영어,,,,,수능/모의고사
